Total Matches: 110
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/app/dashboard/ai-templates/template-builder.tsx | LINE: 617 | MATCHES: ['#fff'] | CONTENT: .ait-btn--primary { color: #fff; background: linear-gradient(135deg, #2563eb, #0891b2); box-shadow: 0 1px 3px rgba(37, 99, 235, .26); }
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 532 | MATCHES: ['bg-gray-50'] | CONTENT: <button className="flex items-center gap-1.5 px-3 py-1.5 rounded-lg bg-gray-50 border border-gray-100 text-gray-700 text-xs font-semibold hover:bg-indigo-50 hover:border-indigo-100 hover:text-indigo-600 hover:-translate-y-0.5 transition-all duration-150 cursor-pointer" onClick={() => setActiveModal("task")}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 536 | MATCHES: ['bg-gray-50'] | CONTENT: <button className="flex items-center gap-1.5 px-3 py-1.5 rounded-lg bg-gray-50 border border-gray-100 text-gray-700 text-xs font-semibold hover:bg-indigo-50 hover:border-indigo-100 hover:text-indigo-600 hover:-translate-y-0.5 transition-all duration-150 cursor-pointer" onClick={handleCreateNote}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 540 | MATCHES: ['bg-gray-50'] | CONTENT: <button className="flex items-center gap-1.5 px-3 py-1.5 rounded-lg bg-gray-50 border border-gray-100 text-gray-700 text-xs font-semibold hover:bg-indigo-50 hover:border-indigo-100 hover:text-indigo-600 hover:-translate-y-0.5 transition-all duration-150 cursor-pointer" onClick={() => setActiveModal("event")}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 544 | MATCHES: ['bg-gray-50'] | CONTENT: <button className="flex items-center gap-1.5 px-3 py-1.5 rounded-lg bg-gray-50 border border-gray-100 text-gray-700 text-xs font-semibold hover:bg-indigo-50 hover:border-indigo-100 hover:text-indigo-600 hover:-translate-y-0.5 transition-all duration-150 cursor-pointer" onClick={() => router.push("/dashboard/tasks")}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 548 | MATCHES: ['bg-gray-50'] | CONTENT: <button className="flex items-center gap-1.5 px-3 py-1.5 rounded-lg bg-gray-50 border border-gray-100 text-gray-700 text-xs font-semibold hover:bg-indigo-50 hover:border-indigo-100 hover:text-indigo-600 hover:-translate-y-0.5 transition-all duration-150 cursor-pointer" onClick={handleCreateWhiteboard}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 552 | MATCHES: ['bg-gray-50'] | CONTENT: <button className="flex items-center gap-1.5 px-3 py-1.5 rounded-lg bg-gray-50 border border-gray-100 text-gray-700 text-xs font-semibold hover:bg-indigo-50 hover:border-indigo-100 hover:text-indigo-600 hover:-translate-y-0.5 transition-all duration-150 cursor-pointer" onClick={() => setActiveModal("page")}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 630 | MATCHES: ['bg-gray-50'] | CONTENT: <div key={i} className="flex items-center gap-2.5 p-2 rounded-lg hover:bg-gray-50 cursor-pointer transition-colors duration-150" onClick={() => router.push(item.href)}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 647 | MATCHES: ['bg-white'] | CONTENT: <div className="ds-stream-aside flex flex-col gap-4 bg-white border border-gray-100 rounded-xl p-4">
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 685 | MATCHES: ['bg-gray-50'] | CONTENT: <div key={n.id} className="flex items-center justify-between p-2 rounded-lg hover:bg-gray-50 cursor-pointer transition-colors duration-150" onClick={() => router.push(`/dashboard/notes?noteId=${n.id}`)}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 711 | MATCHES: ['bg-gray-50'] | CONTENT: <div key={w.id} className="flex items-center justify-between p-2 rounded-lg hover:bg-gray-50 cursor-pointer transition-colors duration-150" onClick={() => router.push(`/dashboard/whiteboard?id=${w.id}`)}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 736 | MATCHES: ['bg-gray-50'] | CONTENT: <div key={p.id} className="flex items-center justify-between p-2 rounded-lg hover:bg-gray-50 cursor-pointer transition-colors duration-150" onClick={() => router.push(`/dashboard/pages?spaceId=${p.spaceId}&pageId=${p.id}`)}>
FILE: c:/Users/soham/OneDrive/Desktop/everyday tracker/everyday-tracker/components/dashboard/DashboardWorkspace.tsx | LINE: 790 | MATCHES: ['border-gray-200', 'bg-white'] | CONTENT: <div className="absolute bottom-14 left-0 right-0 bg-white border border-gray-200 rounded-lg p-2.5 shadow-md flex items-center gap-2 text-xs font-semibold text-gray-700 z-10 animate-fade-in">
